fonte,repositorio,titulo,conteudo,categoria,metadata,timestamp
issue,nopSolutions/nopCommerce,Method EventPublisherExtensions.EntityTokensAddedAsync does not require a typed parameter U,"Issue: Method EventPublisherExtensions.EntityTokensAddedAsync does not require a typed parameter U

Descrição: Method EventPublisherExtensions.EntityTokensAddedAsync contains a redundant typed parameter U, the method always receives IList<Token> as the tokens parameter.",issue_fechada,"{'labels': ['refactoring / source code'], 'numero': 7783, 'relevante': False, 'comentarios': 1}",2025-08-06T20:14:32.538395
issue,nopSolutions/nopCommerce,The MessageTokenProvider.GetListOfAllowedTokensAsync can lead to a null reference exception,"Issue: The MessageTokenProvider.GetListOfAllowedTokensAsync can lead to a null reference exception

Descrição: The GetListOfAllowedTokensAsync method has a parameter tokenGroups which may be null, but in the AdditionalTokensAddedEvent class, the TokenGroups property should not be null, since the internal logic does not handle this situation, which can lead to a problem with a null reference exception",issue_fechada,"{'labels': ['refactoring / source code'], 'numero': 7784, 'relevante': False, 'comentarios': 1}",2025-08-06T20:14:33.245639
issue,nopSolutions/nopCommerce,The MessageTokenProvider.GetListOfAllowedTokensAsync should not accept IEnumerable,"Issue: The MessageTokenProvider.GetListOfAllowedTokensAsync should not accept IEnumerable

Descrição: The GetListOfAllowedTokensAsync has a potential problem. The tokenGroups parameter is passed as an IEnumerable<string>, which can lead to problems with multiple enumeration.",issue_fechada,"{'labels': ['refactoring / source code'], 'numero': 7782, 'relevante': False, 'comentarios': 1}",2025-08-06T20:14:34.017246
issue,nopSolutions/nopCommerce,Method EventPublisherExtensions.MessageTokensAddedAsync does not require a typed parameter U,"Issue: Method EventPublisherExtensions.MessageTokensAddedAsync does not require a typed parameter U

Descrição: Method EventPublisherExtensions.MessageTokensAddedAsync contains a redundant typed parameter U, the method always receives IList<Token> as the tokens parameter.",issue_fechada,"{'labels': ['refactoring / source code'], 'numero': 7785, 'relevante': False, 'comentarios': 1}",2025-08-06T20:14:34.728565
issue,nopSolutions/nopCommerce,Use ISO 8601 with timezone for DateTime properties in the JSON-LD models,"Issue: Use ISO 8601 with timezone for DateTime properties in the JSON-LD models

Descrição: All DateTime fields in JSON-LD models must be serialized in ISO 8601 format with timezone",issue_fechada,"{'labels': ['refactoring / source code'], 'numero': 7789, 'relevante': False, 'comentarios': 1}",2025-08-06T20:14:37.371781
issue,nopSolutions/nopCommerce,Bulk edit products. Editing products without SKU,"Issue: Bulk edit products. Editing products without SKU

Descrição: Version: nopCommerce 4.80.X

From the bulk edit grid, when a product is set with no SKU and any field is edited and click ""Save all"" button, it throws the following error:
""System.NullReferenceException: Object reference not set to an instance of an object.""
The expected behavior should be that the edited field is updated, or if there is any validation issue, a warning message should be displayed instead of throwing an error.
Please find the reference screenshot attached.
1. https://prnt.sc/bVOFBygYbiOh
2. https://prnt.sc/Jyo5pygz468o
3. https://prnt.sc/5s0DzIvaZ9GR

Steps to reproduce:
1. Go to  nopCommerce Admin >> Catalog >> Products >> Bulk Edit Products
2. Make any product’s SKU field empty and edit any field of that product
3. Click the Save All button

Forum source: https://www.nopcommerce.com/en/boards/topic/102359/bulk-edit-products-edit-and-save-issue-in-480


It will also happen if you just select the one record having no SKU and ""Save selected"".",issue_fechada,"{'labels': ['bug'], 'numero': 7793, 'relevante': False, 'comentarios': 1}",2025-08-06T20:14:38.291249
issue,nopSolutions/nopCommerce,"Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers","Issue: Discount Limitation ""N Times Per Customer"" Not Enforced for Guest Customers

Descrição: ## Description
In nopCommerce 4.60, the ""N times per customer"" discount limitation is not enforced for guest customers. This allows guest customers to use the same discount code multiple times, even when the limitation is set to 1. This results in revenue loss and undermines discount campaign integrity.

## Steps to Reproduce
1. Create a discount with ""N times per customer"" = 1 and a coupon code (e.g., THANKYOU10).
2. Place an order as a guest customer using the code.
3. Place another order as the same guest customer (same customer ID) and use the code again.
4. The discount is incorrectly applied a second time.

## Expected Behavior
The system should reject the discount code on the second use by the same guest customer and display an error such as ""This coupon code has already been used"".

## Actual Behavior
The discount is accepted and applied successfully for the second order by the same guest customer. No error is shown.

## Root Cause
In `DiscountService.cs`, the limitation check for `DiscountLimitationType.NTimesPerCustomer` is only performed for registered customers:

```csharp
case DiscountLimitationType.NTimesPerCustomer:
    if (await _customerService.IsRegisteredAsync(customer))
    {
        var usedTimes = (await GetAllDiscountUsageHistoryAsync(discount.Id, customer.Id, null, false, 0, 1)).TotalCount;
        if (usedTimes >= discount.LimitationTimes)
        {
            result.Errors = new List<string> {await _localizationService.GetResourceAsync(""ShoppingCart.Discount.CannotBeUsedAnymore"") };
            return result;
        }
    }
    break;
```

This check is skipped for guests, so the limitation is not enforced.

## Proposed Fix
Remove the `IsRegisteredAsync` check and always check the usage count for the customer ID, regardless of registration status:

```csharp
case DiscountLimitationType.NTimesPerCustomer:
    var usedTimes = (await GetAllDiscount",issue_fechada,"{'labels': [], 'numero': 7790, 'relevante': False, 'comentarios': 2}",2025-08-06T20:14:39.437499
issue,nopSolutions/nopCommerce,RedisSynchronizedMemory - Clear cache doesn't clear all servers cache,"Issue: RedisSynchronizedMemory - Clear cache doesn't clear all servers cache

Descrição: When using the Redis Sync Memory caching strategy in a multi-server environment, calling ClearAsync() only clears the cache on the local server where the method is called. The in-memory caches on other servers are notified only of this change. There would be some cache keys in other servers which would not be cleared. 
This issue causes data inconsistency between servers, where some servers may serve stale data after cache clearing operations have been performed on other servers.

We are using separate server for the /Admin route traffic. Clear cache basically doesn’t clear cache keys that are not present in admin in Public Store server. 

````
public Task ClearAsync()
 {
     _clearToken.Cancel();
     _clearToken.Dispose();
     _clearToken = new CancellationTokenSource();
     _keyManager.Clear();

     return Task.CompletedTask;
 }",issue_fechada,"{'labels': ['bug'], 'numero': 7697, 'relevante': False, 'comentarios': 22}",2025-08-06T20:14:40.343231
comentario_issue,nopSolutions/nopCommerce,Comentário na issue #7697,"Yahoo Mail: Search, Organize, Conquer 
 
  On Mon, May 5, 2025 at 9:58 AM, ***@***.***> wrote:   viresh323 created an issue (nopSolutions/ can I send you the copy of the code that will fix this#7697)
When using the Redis Sync Memory caching strategy in a multi-server environment, calling ClearAsync() only clears the cache on the local server where the method is called. The in-memory caches on other servers are not notified of this change.
This issue causes data inconsistency between servers, where some servers may serve stale data after cache clearing operations have been performed on other servers.

—
Reply to this email directly, view it on GitHub, or unsubscribe.
You are receiving this because you are subscribed to this thread.Message ID: ***@***.***>",comentario,{'issue_numero': 7697},2025-08-06T20:14:41.210408
comentario_issue,nopSolutions/nopCommerce,Comentário na issue #7697,See also [this comment](https://github.com/nopSolutions/nopCommerce/issues/6888#issuecomment-2851488636),comentario,{'issue_numero': 7697},2025-08-06T20:14:41.210408
issue,nopSolutions/nopCommerce,Online customers page. Allow to filter by customer roles,"Issue: Online customers page. Allow to filter by customer roles

Descrição: Let's allow a store owner filter users by customer roles.

Add the same ""Customer roles"" multi-select input like we have on the ""Customers"" page. But do not pre-select any roles (so all records are loaded)",issue_fechada,"{'labels': ['functionality / feature'], 'numero': 7742, 'relevante': False, 'comentarios': 5}",2025-08-06T20:14:43.318454
comentario_issue,nopSolutions/nopCommerce,Comentário na issue #7742,I'd love to contribute to this issue. Could you provide more details on the expected implementation?,comentario,{'issue_numero': 7742},2025-08-06T20:14:44.075353
comentario_issue,nopSolutions/nopCommerce,Comentário na issue #7742,"Hi team,  

I’d love to contribute to this issue! Adding a **Customer roles** filter to the **Online Customers** page would improve usability and allow store owners to manage customers more efficiently.  

I have a few thoughts on implementation:  
- Should the filter logic be similar to what’s used on the **Customers** page for consistency?  
- Would it be best to allow multi-select for roles and dynamically fetch available roles from the database?  
- Are there any performance considerations we should keep in mind when filtering online customers?  

If no one is currently assigned to this issue, I’d be happy to take it up. Please let me know any additional details or guidelines before I proceed.  

Thanks! 🚀",comentario,{'issue_numero': 7742},2025-08-06T20:14:44.075353
comentario_issue,nopSolutions/nopCommerce,Comentário na issue #7742,"It would be good also have country wise filter, can select muliple country and display customer according it.
also if can search it ip address pattern -this will help when we have bot attach on the site.

alos it would be good if we have option for block ip address from this page",comentario,{'issue_numero': 7742},2025-08-06T20:14:44.075353
